Reading,Hour,Barometric,Capacitive,Piezoelectric,Resonant,AvgPressure,ActualPressure,PressureTrend,Humidity,WindSpeed,AnimalActivity,Status
1011,2,1031.48,1040.81,1024.63,1036.15,1033.27,1019.95,0.47,46.18,10.72,0,High Pressure System
1012,3,1030.98,1039.55,1024.72,1035.61,1032.72,1020.03,-0.08,51.59,17.75,0,High Pressure System
1013,4,1022.06,1040.63,1025.80,1035.71,1031.05,1019.93,-1.75,45.07,17.09,0,High Pressure System
1014,5,1030.51,1040.19,1025.79,1034.74,1032.81,1020.20,0.02,53.88,29.22,0,High Pressure System
1015,6,1028.98,1040.11,1025.03,1035.07,1032.30,1019.81,-0.50,55.92,22.91,0,High Pressure System
1016,7,1029.13,1039.82,1022.90,1034.36,1031.55,1018.46,-1.24,55.83,15.98,0,High Pressure System
1017,8,1028.07,1032.43,1022.19,1032.60,1028.83,1017.93,-3.97,59.86,17.55,0,Normal
1018,9,1027.44,1037.13,1022.37,1033.19,1030.03,1016.94,-2.76,59.59,10.85,0,High Pressure System
1019,10,1026.92,1022.59,1021.60,1032.12,1025.81,1016.35,-6.99,63.86,12.22,1,Possible Animal Activity
1020,11,1024.51,1036.41,1021.40,1030.49,1028.20,1015.66,-4.59,72.60,2.94,0,Normal
1021,12,1025.50,1033.59,1018.47,1030.06,1026.91,1013.87,-5.89,70.07,18.78,1,Possible Animal Activity
1022,13,1023.40,1033.91,1018.35,1028.20,1025.97,1012.81,-6.83,77.50,0.00,1,Possible Animal Activity
1023,14,1022.74,1032.49,1017.99,1027.87,1025.27,1012.14,-7.52,69.96,8.62,1,Rapid Pressure Drop
1024,15,1021.11,1031.24,1017.03,1026.69,1024.02,1011.70,-8.78,65.26,0.00,1,Rapid Pressure Drop
1025,16,1021.48,1031.50,1015.95,1025.27,1023.55,1010.55,-9.24,63.38,4.86,1,Rapid Pressure Drop
1026,17,1020.62,1029.94,1015.38,1024.51,1022.61,1010.15,-10.18,67.42,4.12,1,Rapid Pressure Drop
1027,18,1018.49,1030.01,1015.43,1024.73,1022.16,1009.45,-10.63,66.32,12.45,1,Rapid Pressure Drop
1028,19,1018.54,1029.72,1014.99,1024.00,1021.81,1009.02,-10.98,54.78,0.00,1,Rapid Pressure Drop
1029,20,1018.17,1029.25,1014.30,1024.39,1021.52,1008.20,-11.27,63.69,18.09,1,Rapid Pressure Drop
1030,21,1019.03,1030.38,1012.77,1023.77,1021.49,1008.18,-11.31,55.01,0.00,1,Rapid Pressure Drop
1031,22,1019.04,1028.16,1012.61,1023.51,1020.83,1008.01,-11.96,58.78,11.88,1,Rapid Pressure Drop
1032,23,1019.03,1028.42,1013.45,1023.94,1021.21,1008.09,-11.58,60.61,6.82,1,Rapid Pressure Drop
1033,0,1018.43,1029.03,1013.86,1023.19,1021.13,1008.54,0.00,61.96,0.73,0,Normal
1034,1,1019.15,1028.67,1012.98,1023.55,1021.09,1008.71,-0.04,55.14,24.38,0,Normal
1035,2,1019.62,1028.13,1012.56,1023.65,1020.99,1008.50,-0.14,54.16,18.96,0,Normal
1036,3,1018.09,1028.49,1012.82,1024.12,1020.88,1008.71,-0.25,53.55,15.44,0,Normal
1037,4,1017.91,1028.66,1013.13,1022.96,1020.67,1008.95,-0.46,60.56,22.85,0,Normal
1038,5,1017.30,1029.40,1014.32,1023.86,1021.22,1008.56,0.09,62.54,14.71,0,Normal
1039,6,1018.36,1028.58,1013.97,1022.64,1020.89,1008.74,-0.24,65.69,7.41,0,Normal
1040,7,1017.93,1029.00,1012.85,1023.27,1020.76,997.95,-0.36,66.89,28.87,0,Normal
1041,8,1022.34,1027.91,1000.48,1023.30,1018.51,1007.54,-2.62,65.37,29.16,0,Normal
1042,9,1017.00,1026.29,1012.59,1021.87,1019.44,1007.13,-1.69,73.39,21.61,0,Normal
1043,10,1015.89,1026.41,1012.37,1022.02,1019.17,1006.13,-1.95,73.64,15.39,0,Normal
1044,11,1015.77,1024.88,1009.83,1020.80,1017.82,1005.20,-3.31,70.43,13.84,0,Normal
1045,12,1015.40,1024.61,1009.87,1019.45,1017.33,1004.89,-3.79,74.40,5.89,0,Normal
1046,13,1014.05,1025.30,1008.89,1019.67,1016.98,1004.46,-4.15,78.30,6.70,0,Normal
1047,14,1014.02,1022.74,1007.59,1018.76,1015.78,1004.07,-5.35,71.75,0.00,1,Possible Animal Activity
1048,15,1015.26,1022.64,1006.99,1019.05,1015.99,1002.80,-5.14,79.20,5.92,1,Possible Animal Activity
1049,16,1012.65,1023.39,1007.96,1017.84,1015.46,1003.43,-5.67,79.02,7.58,1,Rapid Pressure Drop
1050,17,1002.39,1022.77,1007.50,1017.04,1012.42,1003.33,-8.70,74.59,2.40,1,Rapid Pressure Drop
1051,18,1013.72,1021.88,1007.14,1017.12,1014.97,1002.61,-6.16,71.38,1.28,1,Rapid Pressure Drop
1052,19,1011.49,1022.76,1007.25,1017.16,1014.66,1002.81,-6.46,66.93,5.15,1,Rapid Pressure Drop
1053,20,1013.60,1022.62,1007.48,1017.18,1015.22,1002.76,-5.91,57.67,17.53,1,Rapid Pressure Drop
1054,21,1015.74,1022.39,1007.71,1018.23,1016.02,1002.94,-5.11,63.97,0.00,1,Rapid Pressure Drop
1055,22,1013.74,1024.03,1008.73,1018.45,1016.24,1003.52,-4.89,65.06,17.31,0,Normal
1056,23,1014.84,1024.49,1008.95,1019.18,1016.87,1004.09,-4.26,59.30,2.40,0,Normal
1057,0,1013.90,1024.69,1010.27,1019.72,1017.14,1005.04,0.00,60.86,16.67,0,Normal
1058,1,1018.64,1026.35,1010.16,1020.72,1018.97,1005.72,1.82,56.63,18.99,0,Normal
1059,2,1016.37,1026.33,1010.54,1022.05,1018.82,1006.07,1.68,52.54,13.00,0,Normal
1060,3,1016.50,1027.47,1011.66,1021.70,1019.33,1007.01,2.19,60.91,7.59,0,Normal
1061,4,1017.49,1028.16,1011.05,1022.54,1019.81,1007.74,2.67,53.96,7.38,0,Normal
1062,5,1017.70,1028.81,1013.67,1023.02,1020.80,1008.07,3.66,66.44,23.73,0,Normal
1063,6,1018.25,1028.18,1012.95,1023.51,1020.72,1008.03,3.58,65.45,15.31,0,Normal
1064,7,1019.36,1030.78,1001.58,1024.49,1019.05,1008.97,1.91,70.48,9.75,0,Normal
1065,8,1019.70,1029.31,1014.35,1023.47,1021.71,1008.62,4.56,65.85,16.21,0,Normal
1066,9,1019.87,1029.02,1013.08,1024.29,1021.57,1008.93,4.42,73.20,26.54,0,Normal
1067,10,1018.77,1028.75,1012.97,1024.23,1021.18,1008.70,4.03,66.35,10.83,0,Normal
1068,11,1018.48,1028.86,1014.44,1023.72,1021.37,1008.47,4.23,73.50,24.82,0,Normal
1069,12,1017.60,1027.50,1013.24,1023.66,1020.50,1008.50,3.36,74.79,0.45,0,Normal
1070,13,1017.74,1028.39,1012.40,1023.62,1020.54,1008.90,3.39,73.90,11.53,0,Normal
1071,14,1019.82,1028.61,1013.89,1024.09,1021.60,1008.78,4.46,74.69,14.34,0,Normal
1072,15,1018.43,1028.53,1013.42,1022.69,1020.77,1008.31,3.62,69.02,13.23,0,Normal
1073,16,1019.26,1028.50,1015.08,1023.56,1021.60,1008.93,4.46,75.50,1.28,0,Normal
1074,17,1018.45,1029.18,1014.15,1023.42,1021.30,1008.40,4.15,62.37,0.89,0,Normal
1075,18,1019.94,1030.11,1014.32,1023.95,1022.08,1008.96,4.94,59.57,4.43,0,Normal
1076,19,1020.87,1030.92,1014.55,1024.99,1022.83,1009.44,5.69,62.82,14.80,0,Normal
1077,20,1019.93,1031.21,1014.84,1025.78,1022.94,1010.38,5.80,62.14,11.15,0,Normal
1078,21,1021.80,1032.33,1015.70,1027.25,1024.27,1011.19,7.13,57.06,14.41,0,Normal
1079,22,1021.41,1033.23,1016.15,1027.22,1024.50,1012.22,7.36,49.17,2.99,0,Normal
1080,23,1023.45,1033.07,1017.55,1020.05,1023.53,1012.95,6.39,47.80,0.00,0,Normal
1081,0,1023.89,1035.00,1019.86,1029.14,1026.97,1014.83,0.00,51.64,14.73,0,Normal
1082,1,1026.24,1035.22,1020.89,1030.23,1028.15,1015.87,1.17,42.60,3.96,0,Normal
1083,2,1027.17,1036.24,1020.26,1031.90,1028.89,1016.92,1.92,51.43,12.37,0,Normal
1084,3,1028.32,1036.81,1021.68,1032.89,1029.92,1017.68,2.95,45.72,5.56,0,Normal
1085,4,1027.46,1039.05,1023.78,1033.78,1031.02,1018.38,4.05,51.62,10.14,0,High Pressure System
1086,5,1028.97,1039.60,1023.12,1034.26,1031.49,1018.95,4.51,50.32,29.35,0,High Pressure System
1087,6,1030.15,1038.97,1025.98,1035.31,1032.60,1019.15,5.63,52.88,8.67,0,High Pressure System
1088,7,1030.61,1040.86,1024.85,1035.55,1032.97,1019.65,6.00,61.05,26.47,0,High Pressure System
1089,8,1030.70,1040.37,1026.21,1035.42,1033.18,1020.23,6.20,65.17,9.64,0,High Pressure System
1090,9,1029.80,1040.56,1025.96,1036.47,1033.20,1020.80,6.22,63.31,24.19,0,High Pressure System
1091,10,1029.74,1039.74,1027.57,1036.09,1033.29,1020.65,6.31,64.14,20.77,0,High Pressure System
1092,11,1030.22,1040.03,1025.31,1036.27,1032.96,1020.54,5.99,67.09,16.76,0,High Pressure System
1093,12,1031.36,1040.76,1026.46,1034.94,1033.38,1020.32,6.40,71.44,13.33,0,High Pressure System
1094,13,1031.16,1040.84,1025.86,1035.91,1033.44,1019.81,6.47,58.83,20.24,0,High Pressure System
1095,14,1031.34,1040.72,1024.11,1035.94,1033.03,1020.28,6.06,69.08,2.36,0,High Pressure System
1096,15,1030.69,1040.99,1024.29,1035.87,1032.96,1023.17,5.99,65.27,0.00,0,High Pressure System
1097,16,1030.62,1041.39,1024.66,1034.55,1032.80,1020.20,5.83,55.50,16.74,0,High Pressure System
1098,17,1031.54,1040.68,1024.78,1035.45,1033.11,1019.97,6.14,62.89,16.33,0,High Pressure System
1099,18,1030.36,1041.27,1026.62,1035.93,1033.55,1020.98,6.57,57.07,4.59,0,High Pressure System
1100,19,1029.86,1042.11,1025.71,1036.29,1033.50,1021.17,6.52,56.46,18.64,0,High Pressure System
1101,20,1030.89,1041.43,1028.20,1036.12,1034.16,1020.96,7.19,45.83,0.00,0,High Pressure System
1102,21,1031.84,1041.72,1027.08,1024.82,1031.36,1022.25,4.39,46.93,7.91,0,High Pressure System
1103,22,1031.75,1043.69,1028.64,1038.00,1035.52,1022.92,8.55,39.60,17.84,0,High Pressure System
1104,23,1033.34,1044.70,1027.45,1038.70,1036.05,1023.54,9.07,47.59,18.04,0,High Pressure System
1105,0,1034.62,1045.51,1028.64,1039.65,1037.10,1023.89,0.00,47.65,13.29,0,High Pressure System
1106,1,1034.41,1044.77,1028.64,1040.11,1036.98,1024.73,-0.12,42.02,5.02,0,High Pressure System
1107,2,1036.01,1046.11,1029.92,1040.20,1038.06,1025.29,0.96,47.19,19.84,0,High Pressure System
1108,3,1036.51,1046.64,1030.08,1040.39,1038.40,1025.98,1.30,39.41,3.96,0,High Pressure System
1109,4,1036.22,1046.96,1032.57,1041.66,1039.35,1025.88,2.25,40.02,13.82,0,High Pressure System
1110,5,1035.77,1047.12,1031.52,1040.90,1038.83,1026.84,1.72,49.94,4.89,0,High Pressure System
1111,6,1037.17,1047.90,1032.83,1041.76,1039.92,1026.39,2.81,43.97,23.13,0,High Pressure System
1112,7,1036.17,1047.07,1033.05,1041.95,1039.56,1026.11,2.46,50.33,26.06,0,High Pressure System
1113,8,1036.49,1048.24,1032.15,1041.93,1039.70,1026.12,2.60,47.22,6.71,0,High Pressure System
1114,9,1035.80,1046.81,1031.77,1040.79,1038.79,1025.60,1.69,54.89,5.21,0,High Pressure System
1115,10,1035.56,1046.12,1030.86,1041.71,1038.56,1025.00,1.46,64.46,20.00,0,High Pressure System
1116,11,1034.55,1045.56,1028.61,1024.23,1033.24,1024.94,-3.87,70.52,5.08,0,High Pressure System
1117,12,1033.62,1044.95,1028.48,1039.31,1036.59,1024.44,-0.51,66.73,8.58,0,High Pressure System
1118,13,1033.72,1043.78,1028.93,1038.21,1036.16,1023.12,-0.94,68.18,8.57,0,High Pressure System
1119,14,1033.10,1043.44,1028.41,1038.62,1035.89,1022.53,-1.21,54.66,9.01,0,High Pressure System
1120,15,1033.35,1043.01,1026.93,1036.99,1035.07,1021.91,-2.04,64.48,16.28,0,High Pressure System
1121,16,1030.92,1042.05,1025.30,1037.44,1033.93,1021.18,-3.17,56.61,4.74,0,High Pressure System
1122,17,1030.01,1041.80,1026.11,1036.42,1033.58,1021.20,-3.52,54.91,0.00,0,High Pressure System
1123,18,1030.08,1041.02,1025.04,1035.71,1032.96,1020.34,-4.14,48.80,11.90,0,High Pressure System
1124,19,1031.00,1041.53,1025.99,1034.97,1033.38,1020.59,-3.73,57.76,16.93,0,High Pressure System
1125,20,1030.11,1040.22,1024.52,1035.77,1032.66,1020.46,-4.45,45.85,10.63,0,High Pressure System
1126,21,1030.53,1040.43,1025.97,1036.00,1033.24,1020.00,-3.87,41.51,14.81,0,High Pressure System
1127,22,1029.19,1040.16,1024.83,1035.54,1032.43,1020.17,-4.67,51.07,0.25,0,High Pressure System
1128,23,1033.02,1040.38,1024.76,1035.58,1033.44,1020.11,-3.67,39.59,16.58,0,High Pressure System
1129,0,1031.42,1041.40,1026.13,1035.57,1033.63,1019.96,0.00,50.97,4.56,0,High Pressure System
1130,1,1030.27,1040.00,1025.51,1034.75,1032.63,1020.55,-1.00,50.28,5.61,0,High Pressure System
1131,2,1031.12,1041.40,1024.59,1035.13,1033.06,1020.73,-0.57,53.13,18.50,0,High Pressure System
1132,3,1029.58,1040.30,1025.12,1035.31,1032.58,1019.99,-1.05,53.02,23.69,0,High Pressure System
1133,4,1017.06,1040.72,1026.71,1036.15,1030.16,1020.05,-3.47,51.99,9.50,0,High Pressure System
1134,5,1029.59,1040.53,1026.09,1034.70,1032.73,1020.24,-0.91,47.45,16.40,0,High Pressure System
1135,6,1030.60,1039.87,1024.56,1035.52,1032.64,1019.64,-0.99,49.56,15.99,0,High Pressure System
1136,7,1028.94,1038.77,1024.46,1034.25,1031.60,1018.60,-2.03,62.12,6.99,0,High Pressure System
1137,8,1029.04,1038.62,1024.01,1033.48,1031.29,1018.13,-2.34,63.60,20.52,0,High Pressure System
1138,9,1028.29,1038.33,1023.04,1032.69,1030.59,1017.31,-3.05,59.69,23.17,0,High Pressure System
1139,10,1026.40,1036.75,1022.36,1031.96,1029.37,1016.64,-4.26,60.06,15.27,0,Normal
1140,11,1025.18,1035.36,1021.48,1030.56,1028.15,1015.27,-5.49,64.37,2.88,1,Possible Animal Activity
1141,12,1024.88,1029.37,1019.22,1029.34,1025.70,1014.69,-7.93,68.94,17.09,1,Possible Animal Activity
1142,13,1022.74,1032.84,1018.58,1028.48,1025.66,1013.85,-7.97,72.31,23.33,1,Rapid Pressure Drop
1143,14,1022.81,1033.45,1017.94,1027.59,1025.45,1012.03,-8.18,63.30,18.78,1,Rapid Pressure Drop
1144,15,1021.15,1031.30,1015.27,1026.32,1023.51,1011.51,-10.12,71.96,0.00,1,Rapid Pressure Drop
1145,16,1025.08,1030.46,1015.25,1025.94,1024.18,1010.33,-9.45,74.04,16.03,1,Rapid Pressure Drop
1146,17,1019.38,1029.67,1013.74,1025.97,1022.19,1009.45,-11.44,70.46,0.00,1,Rapid Pressure Drop
1147,18,1019.25,1029.28,1013.78,1024.46,1021.69,1009.76,-11.94,66.33,0.00,1,Rapid Pressure Drop
1148,19,1019.85,1028.34,1014.57,1024.03,1021.70,1009.25,-11.93,67.08,7.10,1,Rapid Pressure Drop
1149,20,1018.96,1029.63,1013.68,1023.22,1021.37,1008.87,-12.26,53.76,2.02,1,Rapid Pressure Drop
1150,21,1018.53,1028.78,1013.66,1023.78,1021.19,1008.03,-12.44,61.05,8.76,1,Rapid Pressure Drop
1151,22,1018.13,1028.28,1013.70,1024.05,1021.04,1008.31,-12.59,57.11,10.89,1,Rapid Pressure Drop
1152,23,1019.45,1028.67,1014.16,1023.93,1021.55,1008.89,-12.08,48.32,4.27,1,Rapid Pressure Drop
1153,0,1018.33,1028.32,1014.26,1023.69,1021.15,1009.09,0.00,49.24,18.66,0,Normal
1154,1,1018.44,1027.71,1013.33,1023.79,1020.82,1009.19,-0.33,56.14,10.19,0,Normal
1155,2,1019.79,1028.75,1013.13,1023.34,1021.25,1009.24,0.10,54.67,14.48,0,Normal
1156,3,1023.09,1028.82,1013.04,1024.59,1022.38,1008.67,1.23,54.31,20.97,0,Normal
1157,4,1018.49,1030.09,1013.95,1023.43,1021.49,1008.83,0.34,60.83,23.49,0,Normal
1158,5,1018.28,1029.32,1012.85,1023.90,1021.09,1009.01,-0.06,60.26,15.12,0,Normal
1159,6,1017.73,1028.31,1014.35,1023.30,1020.92,1008.33,-0.23,68.00,7.41,0,Normal
1160,7,1016.96,1027.99,1012.58,1016.37,1018.48,1007.80,-2.68,65.26,17.39,0,Normal
1161,8,1018.55,1028.16,1011.87,1022.02,1020.15,1007.87,-1.00,63.52,19.05,0,Normal
1162,9,1018.03,1027.21,1012.54,1022.25,1020.01,1006.92,-1.15,74.14,7.10,0,Normal
1163,10,1017.45,1025.53,1010.92,1021.36,1018.82,1005.91,-2.34,82.12,22.07,0,Normal
1164,11,1016.44,1026.11,1011.28,1021.23,1018.77,1005.67,-2.39,76.11,5.35,0,Normal
1165,12,1015.60,1025.06,1010.55,1019.77,1017.74,1004.94,-3.41,70.22,14.79,0,Normal
1166,13,1014.82,1024.32,1008.95,1020.16,1017.06,1004.47,-4.09,84.23,15.31,0,Normal
1167,14,1013.79,1024.40,1003.07,1019.61,1015.22,1004.18,-5.93,79.20,3.27,1,Possible Animal Activity
1168,15,1013.50,1023.39,1008.55,1018.43,1015.97,1003.26,-5.18,82.74,4.01,1,Possible Animal Activity
1169,16,1012.12,1023.23,1008.49,1017.14,1015.25,1003.06,-5.91,70.38,0.00,1,Rapid Pressure Drop
1170,17,1011.85,1022.42,1007.62,1016.90,1014.70,1002.72,-6.45,66.75,12.47,1,Rapid Pressure Drop
1171,18,1012.68,1023.05,1008.21,1016.95,1015.22,1002.59,-5.93,76.61,0.00,1,Rapid Pressure Drop
1172,19,1012.60,1022.66,1007.55,1016.76,1014.89,1002.66,-6.26,61.79,8.24,1,Rapid Pressure Drop
1173,20,1011.65,1022.08,1007.62,1017.71,1014.77,1003.19,-6.39,69.12,17.30,1,Rapid Pressure Drop
1174,21,1013.18,1023.45,1008.42,1017.44,1015.62,1002.88,-5.53,68.25,4.51,1,Rapid Pressure Drop
1175,22,1013.37,1024.31,1007.86,1018.69,1016.06,1004.12,-5.09,67.90,15.08,1,Rapid Pressure Drop
1176,23,1013.81,1024.90,1008.08,1019.48,1016.57,1004.60,-4.58,54.13,0.00,0,Normal
1177,0,1014.94,1024.98,1009.71,1019.44,1017.27,1005.45,0.00,54.26,1.47,0,Normal
1178,1,1015.06,1026.92,1011.21,1019.90,1018.27,1007.15,1.01,50.23,9.83,0,Normal
1179,2,1017.37,1026.01,1012.29,1020.82,1019.12,1006.50,1.86,59.53,5.52,0,Normal
1180,3,1016.93,1027.56,1013.22,1022.37,1020.02,1007.20,2.75,61.14,6.05,0,Normal
1181,4,1018.00,1027.52,1013.32,1022.99,1020.46,1007.73,3.19,62.00,4.60,0,Normal
1182,5,1019.02,1028.96,1011.94,1023.47,1020.85,1008.07,3.58,69.52,12.31,0,Normal
1183,6,1017.88,1027.66,1012.91,1023.40,1020.46,1008.76,3.20,59.66,27.49,0,Normal
1184,7,1018.96,1028.69,1013.50,1024.42,1021.39,1008.89,4.12,65.37,26.27,0,Normal
1185,8,1018.53,1029.06,1013.05,1024.48,1021.28,1009.26,4.01,64.75,28.19,0,Normal
1186,9,1019.19,1029.73,1013.42,1024.10,1021.61,1008.42,4.34,65.80,11.86,0,Normal
1187,10,1019.10,1028.52,1013.97,1024.62,1021.55,1008.88,4.29,68.60,5.58,0,Normal
1188,11,1019.52,1028.99,1013.63,1023.40,1021.38,1009.17,4.11,79.27,2.92,0,Normal
1189,12,1018.05,1028.42,1013.45,1024.14,1021.02,1009.03,3.75,68.06,3.39,0,Normal
1190,13,1019.09,1029.49,1013.55,1024.08,1021.55,1008.46,4.28,75.00,3.05,0,Normal
1191,14,1018.15,1028.79,1013.58,1023.25,1020.94,1008.87,3.67,80.38,10.09,0,Normal
1192,15,1019.27,1028.81,1013.09,1023.75,1021.23,1008.25,3.96,75.50,10.49,0,Normal
1193,16,1019.39,1028.80,1013.06,1023.98,1021.31,1009.20,4.04,70.72,8.63,0,Normal
1194,17,1019.65,1013.72,1014.10,1024.55,1018.00,1009.15,0.74,69.89,17.14,0,Normal
1195,18,1020.61,1029.25,1014.19,1011.08,1018.78,1009.48,1.52,69.75,9.91,0,Normal
1196,19,1017.34,1030.41,1014.20,1025.17,1021.78,1010.29,4.51,60.87,3.91,0,Normal
1197,20,1020.52,1030.85,1015.67,1027.27,1023.58,1010.55,6.31,64.42,19.12,0,Normal
1198,21,1022.44,1031.08,1015.92,1027.54,1024.25,1011.41,6.98,60.14,12.86,0,Normal
1199,22,1022.57,1032.23,1016.86,1027.86,1024.88,1012.63,7.61,55.55,15.08,0,Normal
1200,23,1023.36,1032.75,1018.45,1028.67,1025.81,1013.45,8.54,53.96,8.45,0,Normal
